ingestion_run_id,source_window_size,min_review_date,max_review_date,source_window_time_span_minutes,date_order_violation_count,date_order_comparable_pairs,date_order_violation_rate
1,1000,2026-06-08 13:00:37+00:00,2026-06-08 18:40:49+00:00,340.2,0,999,0.0
2,1000,2026-06-08 13:00:37+00:00,2026-06-08 18:40:49+00:00,340.2,0,999,0.0
3,1000,2026-06-08 13:00:52+00:00,2026-06-08 18:42:17+00:00,341.4166666666667,0,999,0.0
4,1000,2026-06-08 13:02:14+00:00,2026-06-08 18:43:05+00:00,340.85,0,999,0.0
5,1000,2026-06-08 13:03:24+00:00,2026-06-08 18:47:34+00:00,344.1666666666667,0,999,0.0
6,1000,2026-06-08 13:05:10+00:00,2026-06-08 19:02:47+00:00,357.6166666666667,0,999,0.0
7,1000,2026-06-08 13:10:24+00:00,2026-06-08 19:33:10+00:00,382.76666666666665,0,999,0.0
8,1000,2026-06-08 13:15:09+00:00,2026-06-08 20:03:14+00:00,408.0833333333333,0,999,0.0
9,1000,2026-06-08 13:36:44+00:00,2026-06-08 21:03:10+00:00,446.43333333333334,0,999,0.0
